bodyId,x,y,z
667603691,15491,10032,12736
667857582,10728,9746,23376
667949027,14259,11827,16032
668967527,18390,32852,9024
669649730,19568,36148,19488
669965108,19126,16689,10848
669978138,12143,34027,16448
670297553,11379,11043,29424
670542802,4757,14377,12208
670651584,12189,33271,22908
670914976,34397,32558,22440
671005363,5987,20076,5216
671307834,12887,35438,24256
671574812,5300,28599,17952
671600919,32530,33377,21416
671657343,24960,16844,12752
671660941,9272,10733,23728
672002621,12544,35059,23264
672006007,14492,35700,20680
672352543,14743,36156,22456
672594073,32452,9987,22504
672653737,31798,33621,21296
673029543,9421,11647,15024
673085197,13643,34600,22424
673362451,11623,33714,21624
673366098,8289,12833,12648
673366263,17143,12810,9056
673370525,16615,10958,11136
673426911,6577,18817,6128
673509195,27842,29963,6952
673702721,8120,13642,11848
673715784,17652,15236,9616
673733299,6606,13305,14280
673776769,25069,33608,16240
674056647,11714,11546,13904
674056882,17454,12949,9920
674100160,14524,34830,22072
674393414,8280,17207,6056
674398014,8800,14222,9008
674446014,16816,34667,15216
674738872,14019,10000,15600
674807824,28315,28346,4064
675119034,7032,18217,5656
675127699,16879,32895,9984
675127915,12831,34161,20480
675136878,13552,33383,25432
675144908,28188,30033,6224
675144948,29495,28919,5960
675187509,23962,29968,4568
675187531,23585,30353,4120
675187572,23582,30841,6032
675187578,22204,28944,3560
675187643,23997,29829,5216
675447609,10653,33248,16176
675451588,19392,33114,8592
675468771,24186,34583,14736
675528661,22404,28828,4120
675602461,33836,33539,14796
675763039,21584,33377,9016
675779986,8546,31837,16488
675800901,5321,20817,4232
675822559,5820,26830,30088
675822802,20518,30686,5992
676138357,6434,19638,5200
676263239,29347,33550,11600
676612729,34074,33354,13032
676616719,33467,33776,14556
677182018,22106,32838,9592
691760950,14274,13239,8208
692093440,8386,13151,9536
692110379,8552,12407,12808
692119287,10972,11800,10072
692430198,8352,12545,10632
692434135,9319,12591,9352
692810011,18203,15381,7064
692818786,19135,16155,7664
692818802,18527,15553,6528
693034103,4101,13419,10256
693099064,7487,14576,8640
693125078,22472,35976,23728
693133603,16006,14191,8608
693159855,11700,12266,13944
693483018,21355,37013,23248
693500431,18031,16171,7336
693500652,19342,17715,5056
693733573,5727,14666,10224
693737742,6191,14601,10048
693785633,6643,14335,8976
693785780,3998,12907,10976
693837780,18341,17129,8040
693841887,18434,17851,5568
693841929,9693,11514,14264
693846112,19009,17076,7664
693927941,25044,14839,10192
694126781,6921,12729,17464
694471913,2866,14052,9968
694472667,1847,14148,9496
694524222,21818,18541,5360
694813336,44,14831,10712
694813676,1628,14383,12120
694818168,11217,9703,21168
695154667,3071,13196,10816
695167675,1755,15102,8912
695465316,5106,21186,6248
695798021,3014,14660,15016
696950427,16122,10603,14104
697132371,20996,35661,22768
697145036,19355,32103,34560
697485362,13653,35743,26656
698970725,2070,15012,13944
699031185,25407,22402,8944
699324804,25575,15807,12512
699998408,10514,33248,17008
700002191,32261,32802,22568
700321894,11820,34381,22240
700356592,11343,33059,16544
700991872,7877,12536,12400
700999023,7361,13548,11752
701371011,19569,16213,8992
701742479,21821,14111,11328
702079023,4607,12558,13184
702079135,5004,13052,13312
702364805,13110,30542,9144
702692200,7516,19288,5520
702704906,14910,35790,20888
703050435,14636,34823,17312
703282980,18399,30612,7024
703351975,33969,33457,22184
703438567,11033,33278,15768
703702863,4687,21921,5424
703900244,32033,32651,9352
704111734,11884,34179,17272
704116248,17734,35994,20840
704409534,14869,13993,8992
704409742,16237,15532,8160
704674025,3601,13883,11840
704699661,24684,17684,9648
704699697,10014,32726,18976
704742082,14829,15354,8672
704746449,18385,14052,8368
704746457,9107,11276,14360
704750475,13581,10422,12544
704750665,15285,14713,8736
704750673,18076,14224,10656
704750742,13204,10405,13336
704750766,6958,13204,10392
704759205,9253,11072,15168
704777224,23800,16783,11680
704798196,6685,20003,4288
705082892,9693,12095,15088
705091769,11405,11505,14696
705432638,16879,11733,10176
705432922,19050,15855,6624
705774051,9464,14039,9160
705787638,9563,11570,23728
705816818,5344,20908,5704
706451920,5711,19908,4624
706473389,11183,33810,16752
706499298,24117,18507,10256
706508078,16639,34877,16016
706819341,19697,33092,8992
706840303,12230,33579,22072
706862579,12328,33902,23928
707509964,18081,31991,7792
707647321,31974,34194,13504
707660374,29788,33510,11352
707854620,12194,9489,22256
707854989,12367,9793,32800
722467632,12233,10486,12472
722467714,11102,11449,11720
722471778,11053,11102,11472
722471825,14149,10925,11120
722821616,11485,11544,10256
723153828,16324,13597,9504
723158245,10620,10712,14592
723167312,10639,11691,10288
723495119,16026,13834,8992
723508068,16455,13636,8528
723508086,10641,12690,9296
723508095,10799,11419,10752
723508162,16581,13880,8880
723848801,19168,16265,7160
723849351,16755,15945,7416
723853340,11977,11085,13800
724134170,4528,13027,11024
724142845,15179,15664,8656
724449040,7782,13879,10776
724522447,11550,11025,13560
724531411,12268,10640,11880
724763999,5360,14377,10496
724816115,13314,31754,29096
724820565,8384,11129,22360
724829211,5768,14208,11112
724867606,19645,17013,7664
724867917,9777,11816,12216
724876683,19438,16818,7984
724885340,19166,16683,8320
725200110,14406,12723,8672
725217343,18414,17447,6936
725498630,1732,14501,9984
725701350,30607,15293,11288
725860918,1166,19688,14416
726207450,15938,28249,31648
726244918,17354,16403,10960
726940033,18264,16849,9264
727276708,16695,17499,7976
727472481,21658,35753,23072
728205616,8437,12325,19832
728912816,18550,29530,5360
728995438,10818,33556,16888
730013818,32399,32542,8904
730014166,15081,16102,9712
730562988,3927,24845,13000
730692294,16878,17337,8304
730709173,22314,33165,10424
731689147,7397,18564,5800
732777416,22319,13864,10928
733036127,16828,33948,12464
733040015,6460,18774,4360
733458828,17467,32855,36624
733796382,4541,12630,12560
734088804,15117,35074,18440
734089294,15200,35260,19136
734677385,4757,28925,18336
734724111,31153,33137,22216
734754585,10667,11175,24624
735073668,32150,33367,21504
735112319,21168,36104,16208
735134301,17233,34310,13240
735282133,29797,32974,9920
735415046,32411,33123,21880
735470654,10397,12153,17112
735488299,17990,34913,15312
735600320,28945,33124,10688
735708012,14701,27842,6060
735772860,6912,19178,4872
735785459,11447,13883,8040
735785541,9485,14213,7696
735785583,5803,12665,11968
735785639,12553,10476,14416
735785741,9713,14401,8656
735790008,12811,10207,13944
735941254,33061,33992,15872
736117977,8546,15930,6392
736122569,13456,10219,14360
736126644,13005,10871,15864
736126717,12823,10533,15608
736126732,19067,15103,8448
736126746,14059,10491,14288
736140238,23817,17380,12048
736173896,11774,34706,22040
736174181,22687,31150,4696
736463614,12367,11639,14488
736467526,19007,13748,10768
736467640,19642,15268,8544
736507123,24073,16607,12320
736791573,19119,14163,11120
736808522,5820,16028,7680
736808904,14307,14707,8912
736813212,8978,11648,14032
736830579,22394,33567,9864
736839651,12133,33982,22448
737149820,9832,15434,6624
737149964,18419,16076,6792
737150041,11868,14889,6904
737167616,20667,33835,10328
737189212,6697,17033,7408
737491049,18571,13998,13200
737491062,8463,16470,6704
737491087,17647,12609,15008
737512824,12537,34656,23248
737824168,16653,35624,19632
737832306,18235,35684,21048
738531654,7114,18517,5256
739256609,6163,28851,14560
739572008,29159,29194,5024
739917109,11142,8833,26952
753489735,15460,16071,7456
753489892,15267,16278,7144
753489951,13540,14809,7208
753506746,11092,11737,12664
753847960,10380,11559,13024
753852265,11607,11354,15216
753852396,12316,10406,15720
753852432,11365,11315,12608
754184667,12173,11952,14120
754188980,10477,11425,13792
754197850,14749,9954,14784
754202022,11375,10978,11888
754206396,14156,11032,10672
754473844,9385,12689,11040
754525744,11079,10544,13936
754534424,15190,35277,23184
754538763,11809,11316,15600
754538881,13916,35218,25192
754547386,12582,10221,13496
754854077,21471,37074,24832
754870859,9003,12049,12632
754879354,11431,10781,14200
754884149,11727,11375,12296
755177787,9324,13563,9944
755229523,13574,11799,9504
755234235,12349,10720,15176
755518957,22741,36166,25520
755544921,10631,12509,13632
756196285,6123,16643,7008
756196541,10799,15131,9328
756585129,11068,12161,13496
756601858,18261,16221,9744
756623488,19529,15505,11136
756870190,461,13461,13040
756874510,1228,14349,9848
757215581,523,13764,11560
757258507,15405,31397,32888
757569579,15056,29668,31888
759582005,2051,14616,11576
759632919,4747,26288,31168
759681018,12101,32431,17560
759991385,11962,9617,21168
760268555,3655,19177,5680
760323253,6156,12057,13448
760358472,11736,33801,17464
760570054,60,15565,11160
760630148,2679,27950,21176
760690116,12622,34942,22736
761044410,11093,33305,15344
762058745,15062,34992,17912
762982753,22284,35161,21904
763086729,20617,35488,13816
763730414,29562,32819,23360
764334721,8992,11403,17912
764339062,10005,29827,11664
764399773,32168,33587,21088
764817903,14630,34452,15888
765457262,19834,32910,8112
765797569,11128,12176,19352
766186252,32182,14148,17280
766298734,29231,34062,13496
766385551,11072,9850,24760
766493391,13043,35312,22224
766505428,19787,21360,4384
766734548,1448,26571,20448
766739499,542,24892,16792
766820559,18578,15096,8624
766838498,24315,34663,17160
766846796,23957,18203,9664
767161652,19007,15314,8880
767174553,14554,34088,23360
767494105,9305,11772,14488
767502579,13571,14956,7696
767502639,10652,11064,14904
767502657,19285,13451,9872
767541763,12609,33605,25392
767671354,34366,33548,14356
767852204,16077,9579,13888
767903933,11871,12660,14624
767904550,14841,35364,19448
768184496,15126,9361,14336
768184604,15470,16107,8640
768184623,12714,10010,14800
768192947,4951,19802,5328
768224139,12602,32473,19496
768525593,11282,15400,7136
768525608,12769,15398,7712
768525647,17309,11660,10352
768555687,14622,35428,21384
768590452,12271,9090,33488
768884949,13589,35570,21560
769018494,31792,32959,9968
769191110,16806,33496,11040
769263962,21347,17496,10192
769268002,24195,30361,5168
769605178,19612,32351,7424
770257411,26891,29872,6328
770585045,13255,9550,24688
770692923,28500,33202,11056
770930321,28302,29215,5488
770952011,28680,30113,4656
784204967,10885,11244,13048
784533172,11206,11498,10608
784541732,11008,11464,12296
784541854,10348,11925,12656
784882707,11880,10477,15800
784895866,10850,12385,14032
785232629,11465,10319,14848
785232649,12095,10963,11376
785456671,3878,12805,11488
785573850,10835,11928,15312
785914742,15907,13682,8640
785918963,13171,10432,12384
786260089,13560,10740,11248
786929029,8557,12151,13408
787564556,1657,15206,10208
787762461,34029,10223,22504
787908929,1930,13941,12240
788306624,22519,36292,27584
788519447,12137,31485,10784
788648194,21169,35957,24112
789934899,8674,10320,21512
790305346,24696,16634,11488
790577606,2418,15384,14368
790641825,5522,20657,3952
790982851,5786,21581,4304
792040520,23810,18752,8560
792062042,19549,12881,12528
792079254,6719,18067,5248
792368888,18938,31780,35344
792369310,2898,25022,28448
792800570,12166,34269,21288
793728667,12974,33301,25144
794406234,12922,33520,25648
795135527,17322,35249,16736
795826923,15069,33601,13576
796056661,13667,8641,22160
796733296,8195,29906,12176
796836697,15490,35921,21776
797074354,11134,33855,21920
797187575,12375,34386,22424
797442049,5602,30934,26952
797514653,18445,13106,11216
797558130,23299,17988,11392
797855394,19384,15982,8544
798027992,28229,33918,20608
798192091,18802,14938,9088
798192115,18463,15628,7776
798192162,19523,14773,8624
798196366,17904,13240,10336
798196389,13280,10308,13944
798196454,12117,11277,14240
798356481,31121,34602,15760
798528850,16910,9795,14336
798533259,11544,10936,15560
798537392,18485,14178,9952
798537456,19688,13266,9904
798537638,18650,13477,10912
798537701,18565,12433,10720
798585556,32008,34589,17448
798693540,29186,34324,15368
798869986,15129,9823,12936
798874090,16504,10486,12968
798892246,14878,35089,21656
798908816,13778,35797,22424
799215269,15194,10290,12064
799219511,13901,15777,7880
799219795,10924,15299,8048
799249679,24748,16208,14240
799263200,16326,33658,12496
799279899,31443,9951,23296
799362484,30625,34538,16936
799521639,17739,35537,20528
799560834,12335,15077,6864
799578347,18439,33814,10640
799583417,12874,35275,22424
799868224,14823,31929,9952
799901370,8895,16016,7296
799906141,15660,16558,8096
799919294,24219,34361,14392
800212579,19402,31889,7440
800212976,18942,32540,8576
800238269,12648,33585,24928
800256481,6251,17187,5536
800264315,22463,34286,12144
800273538,11680,34558,21576
800286386,23577,15838,13904
800303089,10533,13964,13456
800373114,28303,18727,10416
800579638,10236,11757,19424
800618162,24503,15984,14560
800622401,22969,35183,20400
815240159,14105,10466,15360
815568065,10660,11662,11880
815580911,14183,9579,15320
815585355,12573,11379,15608
815909099,10265,12022,15232
815921891,12017,10776,15488
815922095,10333,12005,13688
815922112,15547,9566,14480
815926323,11767,10241,14544
815926332,13280,10871,14064
815926346,11703,11110,14112
815930761,13072,10345,14688
816254592,11838,11672,14448
816263443,10735,10933,15328
816276055,14029,12419,8768
816276925,16312,9703,13568
816613438,14398,9879,13120
816962833,17097,10435,12672
817294806,11864,9982,16192
817299301,18535,16160,7752
817985849,15755,10336,12032
817993932,17408,14456,9696
818637585,12093,10893,15888
819725372,22161,19910,4624
820662203,735,14174,13696
821340054,202,17854,13144
821686394,13030,34028,31544
822004733,2452,26906,20128
822005494,4662,13145,16936
822009511,7976,11365,22168
822078542,19945,14196,11120
822358700,6027,18663,4208
822358833,5734,20090,4000
822692353,395,26124,17304
823015627,4562,20703,4888
823037476,20449,33271,34208
823058891,11815,32850,24920
823063281,21259,16167,11824
825489724,15983,34599,15728
825822254,18701,36367,20832
826136822,9406,11406,24160
826416797,9725,31684,19792
827889434,15115,34304,15912
827889523,15382,31522,9872
828497517,7393,11895,16464
829015629,7255,15040,7944
829231385,19278,14872,9072
829231457,19000,16241,8136
829235909,14570,9872,12736
829261936,23571,34555,20408
829379400,31508,34584,16320
829572252,18181,12195,10800
829572451,15318,15136,8224
829593966,13695,35086,21680
829598814,13896,35084,22376
829636950,16603,32009,9024
830276571,20381,35902,16008
830586919,14807,16878,7712
830634936,14701,36042,21704
830915321,18653,35090,20872
831273286,16502,15176,8736
831273322,7015,18953,5368
831321033,12408,34864,22272
831325065,11857,34839,25568
832357089,18167,31101,6928
832646151,5943,19514,5360
834044577,20225,34718,12088
846270628,11175,10732,15136
846602958,7986,12249,13896
846611449,12475,10543,14808
846611908,11771,10121,15152
846616006,11224,11620,15122
846616159,16275,10080,13840
846620223,11387,11644,15592
846620287,15721,10122,13424
846952407,13996,9749,14344
846952683,13049,10539,14240
847293869,9082,12561,14248
847297956,15484,10158,14976
847297982,14783,10010,13976
847302850,12031,11960,9504
847989021,18102,15295,10000
848287126,11022,10434,14848
848316930,10300,10736,14976
848321392,18545,13616,9808
848330091,15305,10839,11072
848662421,11308,11136,14392
848662441,19404,14660,10048
848666776,15219,10651,14624
848692583,11094,10995,13584
849370246,14684,10845,11200
849370258,16278,11515,10800
849685478,19556,15390,7464
849707224,12265,10355,13856
849992080,23249,34881,32448
850375847,21787,36753,23728
850708902,14186,35199,23976
851459972,16104,28921,30720
852738675,6762,28990,18144
853078844,2963,30445,25864
853717974,5580,13290,17984
854110312,9290,10994,18904
854128583,10239,11175,19696
854883067,16933,34838,15624
855147657,12764,34399,24752
856071065,21114,34167,34448
857819389,6952,10048,24680
857819555,4291,14940,15808
858117772,9379,10498,19832
858573728,16166,35524,20208
858574470,15647,33790,13696
858725815,32472,34610,19192
858812398,11177,32579,22784
859265651,9648,13703,13856
859269976,15191,35639,21456
859765252,30674,33409,10552
859925004,18888,15814,7200
859960201,17506,34122,11968
859977121,13647,33221,19744
860257495,13576,11143,13408
860261985,18314,13279,10704
860265987,14294,10036,14496
860266014,18412,14654,8576
860266062,18451,15466,8240
860266123,12908,10515,15184
860266309,8329,14475,8816
860266346,19232,14376,8784
860266377,18423,14428,8048
860266404,13208,15018,6928
860607168,18373,13088,9776
860607367,19602,13689,9856
860607455,14036,14508,8336
860607503,19173,12697,10464
860896571,14229,32873,25240
860944055,15225,14600,8368
860983686,20753,36325,20976
861005020,27071,30459,6832
861065482,27000,30820,6568
861233275,14351,32826,23288
861237679,10412,33162,16584
861241941,12397,34617,17536
861242327,15970,35303,19808
861251038,10670,10834,29192
861280857,7668,11950,13160
861285145,15398,16517,7664
861583205,19121,36032,21360
861583277,10716,33147,15688
861630613,13273,15498,7496
861634934,9881,11767,14640
861683024,12827,8973,30352
862010850,16738,35642,18192
862265395,13946,34486,19872
862270125,13796,35131,18744
862278897,7418,11467,16520
862312670,15552,14722,8016
862597411,9628,31652,17512
862697175,10604,10464,27832
862705904,21730,35826,15344
862787861,23165,30157,7024
862977470,15917,33881,14704
863331646,11311,33826,19160
863698974,33845,13597,18768
863711565,23366,33736,11624
864156049,33381,32088,8464
877313996,11916,10971,15024
877318574,14261,9749,14008
877659583,12938,10784,12976
877659673,12893,10778,14816
877974490,12300,11213,15080
877982991,12908,11719,15584
877987539,11007,11329,14856
877987901,14757,10442,12400
877992236,11952,11402,13528
877992303,13480,10633,13616
878324222,12237,11586,14824
878324438,12379,11149,13904
878333234,12203,10826,14136
878333333,13673,10103,12928
878337317,15819,10189,13848
878652627,17409,10245,13072
878670047,16010,10461,13448
879032295,13594,10691,15104
880055173,15432,10515,11728
880383629,17890,17053,7984
880404940,18948,14799,10128
880409455,17685,15315,9152
881057369,16812,10332,14064
882353566,18683,34016,34928
882383361,3302,13113,16376
882580620,29509,20580,4616
883479122,21189,14223,12368
885168486,2520,22116,15168
885262087,12894,33409,20280
885495731,10641,32722,17896
885944105,14247,34372,21024
886626370,13623,32928,20528
887105351,21102,33686,33344
887195902,21758,10518,20432
887230673,16182,35404,19112
889911741,33530,33555,21256
890118683,31449,33534,11208
890191898,467,27444,18992
890671753,11543,31712,18128
891301236,17540,14211,10336
891301315,11501,13350,8032
891582311,9628,29596,11952
891629070,16978,11222,11200
891642281,14796,15427,8176
891642345,18545,13544,10368
891663788,13453,35175,20672
891914014,7139,29549,13536
891978843,19404,14343,8336
892294329,16450,35525,20912
892376241,11585,10574,31760
892385258,16712,33149,10440
892398461,16983,34823,16320
892605049,7315,11598,16112
892614148,11446,34393,20104
892722090,24996,16334,12240
892959869,10991,33666,16224
892997744,6281,18944,4672
893158121,33597,34084,16800
893338749,6129,19973,4640
893347461,15714,15281,8736
893688605,18762,12088,11200
893710296,20024,33339,8832
893723183,12854,33956,24184
893741163,11665,31121,17784
893754136,24081,30454,7072
893805187,27767,33596,12960
894020730,20070,31247,6800
894380152,16425,34148,14552
894422413,11627,34385,25448
894551935,28684,29006,5208
894702888,18801,31200,7152
895441451,20230,15855,13168
908340253,12557,10942,14400
908353540,16389,10122,13320
908668522,11832,11002,12592
908668556,13929,10531,12776
908685688,13068,11694,15048
908685859,13780,10523,15800
908689934,14669,10326,13344
908690107,14611,10323,14368
908699052,18313,15342,9232
909026561,16032,10403,13024
909026992,12703,11474,15136
909368173,13273,11075,15104
909372586,12443,10825,13120
909372602,19470,16279,8208
909704857,19325,13827,10400
909717461,14200,10880,16272
909730907,17785,14787,9344
909730911,16992,12407,10336
910063154,13079,11028,14496
910063307,9605,12392,13360
910386568,12457,10943,15576
910404284,19997,15637,7656
910412830,9452,13932,8476
911094343,17375,14701,10160
911400981,12301,10361,16152
911755444,10988,12306,14528
911759695,20715,17655,6912
912045124,8051,10925,21256
914466864,6953,11643,13632
915520244,17726,9189,16856
915951662,12253,34803,18672
915960293,11628,31463,18576
917450071,6071,28657,31584
917553030,8073,12600,17688
917919724,12061,34695,22600
918549930,1830,28822,21264
919177076,3392,23747,14032
919763043,30946,17879,9832
919846263,3117,24018,14664
920869856,10826,9613,22864
920873167,11091,10350,21168
920951427,13247,35589,23784
921935093,4555,29131,18816
921969761,33115,32561,22712
922354084,11301,34255,21672
922677121,18948,13100,10656
922966733,9752,10226,17256
923018247,15384,15717,8224
923018290,18624,14832,9648
923027316,20865,34872,12168
923359312,10783,14072,7552
923385340,16920,34153,12912
923700162,8995,16453,6960
923726321,22939,34366,12688
923787513,25732,16069,15984
923809011,25280,19279,13008
923869685,32058,34638,19056
924429714,20361,36098,20360
924723528,9528,16596,6824
924737391,10984,11400,29024
925241334,19491,8903,21888
925799233,19436,34300,11536
926454306,17947,32402,8464
926490072,13862,32859,20224
926813501,17685,32903,9536
939030036,13873,10166,14128
939729237,17448,12043,10512
939729706,11864,11541,14968
939733452,14248,10349,12128
939733918,17249,13286,8672
939734122,15326,11257,10672
939734266,16832,11685,10896
939738364,19589,15612,8896
939738376,19411,13451,10800
939738399,19615,14171,10160
939738424,17752,12460,10320
939738473,18313,13901,10192
939738477,18928,14402,10048
939742609,19655,14376,9664
940070913,18875,14574,10496
940075056,14837,12149,9360
940075464,11863,11844,13656
940079170,16456,11911,10544
940079253,19245,15440,9408
940079513,16654,12129,10240
940079568,19771,16196,7888
940079657,19619,16288,7312
940079771,19120,15572,8480
940083749,18910,14518,8000
940084011,17619,12095,11088
940084060,18663,15106,7264
940084095,18888,13801,9792
940084152,18723,13127,10080
940087822,19133,14667,9536
940420292,16772,10136,13288
940425106,17904,14806,9792
940425171,16766,13272,8720
940425232,19325,15623,7720
940748411,18923,15804,7928
940752707,18353,15917,9136
940761352,18035,12656,10960
941102504,18531,15619,8736
941111195,18188,15666,9504
943118619,8328,12947,11888
945161760,4826,12279,15200
946495259,22537,18182,8704
946853206,20766,13028,10384
947573616,4956,25652,15456
947862945,5358,21869,4904
948260484,12626,35092,24904
948709216,20276,10841,19896
949045811,20323,10503,13984
949537961,9634,32037,18640
949710555,19549,15802,12864
949930583,18419,34859,21264
950233506,5553,28479,14512
951018323,644,25081,20808
952624405,9916,10608,18056
952723817,13414,35405,21152
952724101,11889,34405,20984
952987284,13508,34351,18424
953004705,31070,33367,21832
953029783,9274,14558,9264
953285091,6996,11875,18024
953306312,8845,31968,15248
953319814,15592,33606,21024
953414780,19442,28318,37448
953712141,14537,13729,8120
953755666,12598,34182,23496
954053018,19325,14617,7952
954222134,29700,34446,17552
954528474,30178,33752,11480
954679716,12328,34341,17824
954730964,16316,17052,8448
955464899,18644,33440,9616
955591114,33106,33641,13080
956138930,23328,35260,15496
956820684,12238,34180,24976
957131025,17482,32176,8640
957506896,18848,29447,35680
958197533,18041,31842,8416
970772961,19510,14898,8240
970777114,19278,14039,9792
970777224,18815,12974,10992
971113967,18029,14278,9808
971118202,18797,15181,7944
971118588,18789,14270,9648
971118724,19478,14992,7752
971459227,17745,14456,10144
972128731,18206,15975,8368
973146958,20962,17319,7848
973151229,17389,17535,5288
973488234,18194,16741,5504
973816592,17454,16974,9056
974843892,17334,11566,11216
975518615,11957,12168,14464
976190756,14246,34278,18240
976575766,15465,34031,15504
977002744,10505,31301,17992
977218524,956,17147,12800
977222655,5397,13225,16624
977339122,20556,29411,36600
977710985,30710,11628,15584
977995787,20604,10324,15408
978051730,29929,10729,18128
978249801,32626,10104,22888
978336888,26099,10916,17512
978366493,20140,29359,35640
978907009,10428,10062,26704
978971398,12966,33911,24664
979627466,8759,31878,17248
980978890,12057,34635,24688
980982986,13076,34881,23104
981306568,16283,34887,20720
981319733,8406,12620,17176
982446156,20918,18995,6328
982688871,7934,11477,16752
982982098,10430,11168,19072
982994156,9608,10325,16776
983425901,569,25077,20144
983663810,6074,29208,14960
983759126,17362,33868,11432
984405805,10648,13810,7912
984536209,13213,32032,30576
984746802,13368,13554,7920
984794932,12182,34837,25208
984799284,14036,35312,22824
985805061,13948,33069,24200
985826737,15860,8970,24880
985835016,23119,19137,8608
986098785,10014,33018,17344
986793149,14158,16201,7640
986828383,23594,34783,14264
987877232,27140,19185,13152
987997896,34191,33386,14124
988852391,18768,33782,10128
1001453586,14204,11010,15800
1003474104,16400,17028,8040
1003474283,16687,16861,8528
1003478461,17620,17443,6544
1003837184,16218,10488,12048
1004514584,18557,16300,8448
1004514714,17652,14972,10320
1004527604,18387,17756,5168
1004527691,20614,17046,8224
1004527700,18379,16353,8848
1005119041,1172,13785,10104
1005179264,11505,16761,5968
1005179377,9747,12460,10864
1005196784,12804,10630,11680
1006876508,14730,33477,20400
1007895206,32906,10111,22720
1008024276,19178,29711,37312
1009004209,15624,34945,21160
1010235132,11139,9877,25496
1010713883,21274,17231,9264
1011184205,30699,10188,19152
1011314620,9429,10221,17968
1011611587,3865,23361,15704
1012341321,17785,34343,21888
1013019093,18365,36259,20992
1013040388,12976,35335,23456
1013416147,23180,15645,12816
1014802430,20606,9708,21888
1015385741,13393,34328,20480
1015700298,13238,33910,20624
1016114585,32880,32481,9760
1016118449,31666,34329,19848
1016166622,12408,35129,21920
1016192580,12765,33131,19344
1016459595,8558,14049,9664
1016506999,16558,8792,24672
1016805008,10216,16465,7560
1016839809,22659,35722,18416
1017547830,25119,17310,12416
1017819398,18056,11209,10976
1017992752,33216,34028,14952
1018164997,9850,16132,7880
1018510191,8438,11519,14912
1019024473,30426,34422,18800
1019347828,33781,34938,18984
1020280792,11961,34208,20048
1034198388,16895,15147,7872
1034249850,22699,15161,9056
1035459511,78,27444,21080
1035557785,17941,16987,6208
1035562328,20187,17137,5992
1036550962,7419,12461,16072
1036559440,6593,16241,8104
1036559490,8556,17022,6912
1036563762,12308,15191,7864
1038636222,14161,34588,16768
1038938989,5019,13220,16184
1040030798,16303,7831,26680
1042366365,9644,10567,28744
1044071833,7681,12699,18040
1046726261,13523,33846,18704
1046812283,18314,14436,10352
1046816660,14954,14911,8480
1047157746,12010,14029,8232
1047183897,20083,33745,10352
1047421689,13394,32977,18744
1047426385,13449,33624,19024
1047489962,30134,32782,9024
1047525093,21077,32472,7968
1047835635,8109,15335,6968
1047887562,12722,34488,25208
1048004460,32984,34512,18012
1048207713,18670,34786,13888
1048250312,19700,9296,21712
1048517845,12452,10948,10760
1048854479,12422,10769,11224
1049247113,20055,10384,20624
1049261193,15656,8235,24832
1049549402,11342,15656,7672
1049549412,6646,16288,5808
1050249677,23713,34612,20008
1050266721,12947,33409,18952
1050581215,17569,32467,8960
1050585709,17930,34520,13200
1050922195,17053,32329,9056
1050935614,12804,33945,18888
1051630846,23993,34854,17560
1051631142,17114,33481,10752
1064891781,13865,10468,11776
1066506741,5210,12655,15648
1067598881,9510,11898,13384
1067880387,941,24994,20504
1067884486,515,22597,18824
1068272038,17558,16213,8432
1068276312,17205,16934,6000
1068613227,16369,13372,9008
1068613231,17305,17501,7304
1068613282,9013,12159,13072
1068617431,9163,14761,7488
1068954342,16243,14726,8160
1068954391,11643,12262,9408
1068958593,11796,12352,9056
1068958652,15358,12929,8736
1069036955,3751,12714,11968
1069291635,8875,11095,15616
1069295816,10165,11864,13392
1069295830,9529,12486,12592
1069929827,19787,35321,35400
1070426862,19489,28863,36792
1070613107,17862,34742,36528
1070651567,11248,9156,22688
1071044860,14984,33742,15840
1072063538,6965,12052,14800
1072503172,31031,16143,9096
1074704960,5944,29134,28512
1075058701,6821,27497,33144
1076173414,18562,32094,7488
1077434447,11925,34381,18504
1077459077,12292,33200,17992
1077459090,12085,34163,16912
1077752379,11892,33453,17000
1077778701,12172,33866,20480
1077783627,12102,33910,21592
1077847238,21629,32749,9032
1077851524,13367,14429,7432
1078007730,30867,33760,11600
1078443080,12317,34316,18280
1078447660,13252,34630,18096
1078525257,12219,13066,8712
1078534091,10517,13567,8520
1078534115,9485,14606,7240
1078572735,18347,34457,12592
1078693835,11643,34063,27160
1078874826,8462,11920,13048
1078875017,9172,11405,13624
1079215685,7008,15589,6720
1079625867,18165,33469,10064
1079707882,34310,33836,15136
1080566792,9108,12494,13496
1080579786,11922,10663,16400
1080579985,16218,15791,9200
1080580151,10164,10879,14416
1081086613,28719,34341,19360
1081434698,33490,34904,19176
1081767446,29534,34521,16976
1081957306,20477,32431,7696
1096919756,15596,16188,9200
1097265345,16026,16201,9472
1100675450,17381,13855,9856
1100675497,10999,11650,14384
1101012503,10417,10844,14072
1101353948,18042,17390,8640
1105834722,12724,31810,19392
1105839176,13235,35116,18800
1106469255,14631,8729,24080
1106862090,3872,13371,13344
1108136270,18071,34549,21648
1108485790,11261,33354,18520
1108541296,11693,13438,8648
1108545472,9499,12100,14072
1108545599,17824,11620,10176
1109163019,13121,32500,18424
1109478369,13077,35037,18256
